Zone_1,33.86213302184837,10.117187254289096,358,High
Zone_2,33.86082967546258,10.110015835262706,410,High
Zone_3,33.89017891902721,10.11410605784389,405,High
Zone_4,33.89833925783393,10.118241439011321,307,High
Zone_5,33.881345713554055,10.08656602059534,386,High
Zone_6,33.880463732934835,10.104259913554241,428,High
Zone_7,33.861945797928286,10.09354501795553,343,High
Zone_8,33.87174601755222,10.091644988624248,370,High
Zone_9,33.890769303213304,10.097141818109376,416,High
Zone_10,33.87214373221282,10.112058495524735,265,Medium
Zone_1,33.86213302184837,10.117187254289096,289,Medium
Zone_2,33.86082967546258,10.110015835262706,332,High
Zone_3,33.89017891902721,10.11410605784389,209,Medium
Zone_4,33.89833925783393,10.118241439011321,205,Medium
Zone_5,33.881345713554055,10.08656602059534,268,Medium
Zone_6,33.880463732934835,10.104259913554241,230,Medium
Zone_7,33.861945797928286,10.09354501795553,313,High
Zone_8,33.87174601755222,10.091644988624248,330,High
Zone_9,33.890769303213304,10.097141818109376,204,Medium
Zone_10,33.87214373221282,10.112058495524735,229,Medium
Zone_1,33.86213302184837,10.117187254289096,274,Medium
Zone_2,33.86082967546258,10.110015835262706,315,High
Zone_3,33.89017891902721,10.11410605784389,294,Medium
Zone_4,33.89833925783393,10.118241439011321,262,Medium
Zone_5,33.881345713554055,10.08656602059534,240,Medium
Zone_6,33.880463732934835,10.104259913554241,156,Medium
Zone_7,33.861945797928286,10.09354501795553,302,High
Zone_8,33.87174601755222,10.091644988624248,241,Medium
Zone_9,33.890769303213304,10.097141818109376,217,Medium
Zone_10,33.87214373221282,10.112058495524735,230,Medium
Zone_1,33.866445947405,10.101655781610921,318,High
Zone_2,33.89458685299353,10.109119787467455,320,High
Zone_3,33.87944735609787,10.107328114418431,302,High
Zone_4,33.86511363354166,10.104864816037212,395,High
Zone_5,33.86482630203699,10.100230770825839,329,High
Zone_6,33.87449586719455,10.088036832545471,319,High
Zone_7,33.88634775076006,10.102649271758182,469,High
Zone_8,33.865061194567524,10.109169261205839,301,High
Zone_9,33.86706163884548,10.09888790222362,382,High
Zone_10,33.89792121892677,10.116989703089578,485,High
Zone_1,33.866445947405,10.101655781610921,380,High
Zone_2,33.89458685299353,10.109119787467455,466,High
Zone_3,33.87944735609787,10.107328114418431,378,High
Zone_4,33.86511363354166,10.104864816037212,361,High
Zone_5,33.86482630203699,10.100230770825839,352,High
Zone_6,33.87449586719455,10.088036832545471,333,High
Zone_7,33.88634775076006,10.102649271758182,357,High
Zone_8,33.865061194567524,10.109169261205839,390,High
Zone_9,33.86706163884548,10.09888790222362,492,High
Zone_10,33.89792121892677,10.116989703089578,433,High
Zone_1,33.866445947405,10.101655781610921,412,High
Zone_2,33.89458685299353,10.109119787467455,450,High
Zone_3,33.87944735609787,10.107328114418431,364,High
Zone_4,33.86511363354166,10.104864816037212,306,High
Zone_5,33.86482630203699,10.100230770825839,498,High
Zone_6,33.87449586719455,10.088036832545471,454,High
Zone_7,33.88634775076006,10.102649271758182,396,High
Zone_8,33.865061194567524,10.109169261205839,425,High
Zone_9,33.86706163884548,10.09888790222362,397,High
Zone_10,33.89792121892677,10.116989703089578,476,High
Zone_1,33.866445947405,10.101655781610921,377,High
Zone_2,33.89458685299353,10.109119787467455,304,High
Zone_3,33.87944735609787,10.107328114418431,325,High
Zone_4,33.86511363354166,10.104864816037212,317,High
Zone_5,33.86482630203699,10.100230770825839,362,High
Zone_6,33.87449586719455,10.088036832545471,306,High
Zone_7,33.88634775076006,10.102649271758182,314,High
Zone_8,33.865061194567524,10.109169261205839,375,High
Zone_9,33.86706163884548,10.09888790222362,485,High
Zone_10,33.89792121892677,10.116989703089578,470,High
Zone_1,33.866445947405,10.101655781610921,422,High
Zone_2,33.89458685299353,10.109119787467455,372,High
Zone_3,33.87944735609787,10.107328114418431,406,High
Zone_4,33.86511363354166,10.104864816037212,497,High
Zone_5,33.86482630203699,10.100230770825839,313,High
Zone_6,33.87449586719455,10.088036832545471,324,High
Zone_7,33.88634775076006,10.102649271758182,384,High
Zone_8,33.865061194567524,10.109169261205839,431,High
Zone_9,33.86706163884548,10.09888790222362,354,High
Zone_10,33.89792121892677,10.116989703089578,336,High
Zone_1,33.866445947405,10.101655781610921,416,High
Zone_2,33.89458685299353,10.109119787467455,321,High
Zone_3,33.87944735609787,10.107328114418431,303,High
Zone_4,33.86511363354166,10.104864816037212,418,High
Zone_5,33.86482630203699,10.100230770825839,417,High
Zone_6,33.87449586719455,10.088036832545471,412,High
Zone_7,33.88634775076006,10.102649271758182,349,High
Zone_8,33.865061194567524,10.109169261205839,371,High
Zone_9,33.86706163884548,10.09888790222362,363,High
Zone_10,33.89792121892677,10.116989703089578,446,High
Zone_1,33.866445947405,10.101655781610921,451,High
